id,name,process_code,description,process_description
data/random_tenders/676277-2024,Levering veiligheids- en signaalkleding inclusief aanverwante diensten,open,"De opdrachtgever is in het kader van onderhavige aanbesteding voornemens een overeenkomst af te sluiten voor de levering van bedrijfskleding voor ongeveer 350 FTE,  zorgen voor de juiste bewassing (en reparatie indien nodig) van aangeboden kleding en terug leveren van de bedrijfskleding en het opzetten, inrichten en voorzien van een kledingmanagement systeem voor de medewerkers. Levering van bedrijfskleding voor ongeveer 350 FTE,  zorgen voor de juiste bewassing (en reparatie indien nodig) van aangeboden kleding en terug leveren van de bedrijfskleding en het opzetten, inrichten en voorzien van een kledingmanagement systeem voor de medewerkers.",
data/random_tenders/697292-2024,Vrijwillige transparantie vooraf - SAAS oplossing van het softwareprogramma ARIS,neg-wo-call,"De RDW maakt sinds 2011 gebruik van het product ARIS voor procesmodellering en architectuurmodellering. Specifieke exclusieve functionaliteiten van ARIS worden door 97 RDW gebruikers in diverse projecten gebruikt. In de loop der jaren heeft dit geresulteerd in ruim 2800 modellen, ruim 28.000 objecten en een ingericht metamodel in ARIS. De afgelopen jaren is er substantieel geïnvesteerd in het gebruik van ARIS (gegevenskoppelingen, opleidingen, handboeken, conventies) hetgeen heeft geleid tot een RDW-specifieke inrichting en het gebruik hiervan. Zo is er geïnvesteerd in de RDW flowhub, een ARIS module met tientallen webpagina’s die specifiek zijn gemaakt voor de RDW. Daarnaast zijn er medewerkers opgeleid en investeringen gedaan door de RDW in specifiek cursusmateriaal. Ook zijn er zeer recente investeringen in rapportages en het ARIS Connect portaal gedaan die niet eenvoudig overdraagbaar zijn naar andere softwareprogramma’s (desinvestering). Per 14-12-2024 loopt het huidige contract a Totaal geraamde waarde van de opdracht betreft €1.000.000,-",Geen mededinging om technische redenen
data/random_tenders/694990-2024,Raamovereenkomst Ingenieursdiensten t.b.v. HWBP van Waterschap Limburg,open,"Deze aanbesteding betreft de dienstverlening die voor het Hoogwaterbeschermingsprogramma (HWBP) van Waterschap Limburg (WL) benodigd zijn voor het succesvol doorlopen van (voor)verkenningen, planuitwerkingsfases (Projectbesluit Omgevingswet), het voorbereiden en begeleiden van de realisatie tot en met het opleveren en overdragen en de nazorgfase van de diverse projecten voor het programma. Maximale waarde € 100 miljoen euro gedurende de gehele looptijd incl. verlengingen.",
data/random_tenders/678101-2024,NU Stichting Catent - Laptops,restricted,"Het betreft hier een opdracht voor de levering van Laptops ten behoeve van Stichting Catent.
Deze opdracht is gepubliceerd in het DAS OIG Laptops.
",
data/random_tenders/689279-2024,10100046466 – NCTV – Managementondersteuner (2 kandidaten),restricted,Het NCTV wenst een Managementondersteuner in te huren.,
data/random_tenders/688618-2024,Groenonderhoud,open,"Met deze aanbesteding wil de opdrachtgever een contract afsluiten met  marktpartijen om het groenonderhoud middels een RAW-bestek voor twee jaar weg te zetten, met optie tot verlenging van één keer 2 jaar en twee keer één jaar in 7 percelen.",
data/random_tenders/667355-2024,Vrijwillige transparantie - voornemen doorlopen onderhandelingsprocedure zonder aankondiging - Cell Sorter,neg-wo-call,"BPRC is voornemens om de onderhandelingsprocedure zonder aankondiging te doorlopen. BRPC meent dat maar één partij in staat is om het onderzoeksapparaat met de juiste en unieke kenmerken te leveren. BPRC heeft marktonderzoek gedaan en maar één apparaat met deze unieke kenmerken gevonden. BPRC doet dan ook een beroep op artikel 2.32 lid 1 sub b onder 2 Aw 2012; de mededinging ontbreekt om technische redenen. Er is - voor zover BPRC heeft kunnen vaststellen - maar één partij die het onderzoekapparaat met de geschikte kenmerken kan leveren. Voordat BPRC overgaat tot het doorlopen van de onderhandelingsprocedure wil zij - middels vrijwillige transparantie - marktpartijen nog eenmaal de kans geven om zich te melden als zij onverhoopt toch een onderzoeksapparaat met gelijkwaardige functionaliteiten kunnen leveren. Dat doet BPRC middels deze publicatie. Als BPRC geen reacties ontvangt gaat zij over tot onderhandeling en contractering met de partij die het onderzoeksapparaat kan leveren. € 840.000,--","De opdracht kan alleen door een bepaalde ondernemer worden uitgevoerd. Onderzoeksapparaat heef unieke kenmerken, die maar één leverancier kan leveren. Zie bijgevoegde document voor de uitgebreide toelichting."
data/random_tenders/684915-2024,Onderhoud keuringen en onderhoud paternosterkasten en shuttlesystemen,neg-wo-call,"De opdracht betreft het keuren en onderhouden van paternosterkasten en shuttlesystemen van Defensie verspreid over Nederland, waaronder ook werkplaatsen en eenheden gevestigd in het Caribisch gebied, inclusief het verrichten van bijkomende werkzaamheden.

De scope van de aan te opdracht bestaat uit de volgende onderdelen:
• het preventief onderhoud aan paternosterkasten en shuttlesystemen (de opdrachtnemer stelt hiervoor een jaarplanning op en benaderd de eenheden voor het onderhoud);
• het correctief onderhoud en het oplossen van storingen aan paternosterkasten en shuttlesystemen tot een bedrag van € 1.250,- exclusief BTW of 10% van de nieuwwaarde van de betreffende paternosterkast of het shuttlesysteem. Het repareren van Paternosterkasten en Shuttlesystemen boven een bedrag van €1250,- (excl. BTW) of 10% van de nieuwwaarde mag uitsluitend worden uitgevoerd na goedkeuring van het cluster.
• het keuren van paternosterkasten en shuttlesystemen (alle wettelijke verplichte inspecties, keuringen en/of certificeringen dienen binnen de gestelde termijnen conform fabrieksdocumentatie (OEM) uitgevoerd te worden);
• het adviseren op het gebied van economische en technische levensduur in relatie tot de onderhoudskosten en aanschafwaarde;
• het opleveren van diverse rapportages (o.a. monteursrapporten, jaarrapportages);
• het bijhouden van een elektronisch overzicht met o.a. de onderhoudsbehoefte en de onderhoudsfrequentie.

Het leveren van paternosterkasten en shuttlesystemen behoort expliciet niet tot de scope van de opdracht.","Deze ‘aankondiging van vrijwillige transparantie vooraf’ betreft het voornemen tot het sluiten van een overeenkomst voor het keuren en onderhouden van paternosterkasten en shuttlesystemen. Het Ministerie van Defensie is voornemens om de vorengenoemde opdracht te gunnen aan Technisch Bureau Magema B.V (hierna: Magema).

Opdracht
De opdracht betreft het keuren en onderhouden (zowel preventief als correctief) van circa 230 paternosterkasten en shuttlesystemen van verschillende merken en typen in Nederland en in het Caribisch gebied. Het zwaartepunt van de opdracht ligt op het jaarlijks keuren en het preventief onderhouden aan de hand van de door de opdrachtnemer opgestelde planning. 

Huidige situatie
Op dit moment heeft het Ministerie van Defensie een overeenkomst gesloten met Magema voor het in zijn geheel uitvoeren van de vorengenoemde opdracht. Deze overeenkomst expireert op 1 oktober 2024.

Het in zijn geheel uitvoeren van de opdracht wordt door het Ministerie van Defensie noodzakelijk geacht omwille van efficiency in het logistieke proces en het ontzorgen van het verantwoordelijke cluster. Door de opdracht in zijn geheel te laten uitvoeren heeft het cluster één (1) aanspreekpunt en één (1) algehele jaarplanning voor de uit te voeren onderhoudswerkzaamheden waarmee de cluster in control is. Daarnaast kunnen eventueel nieuwe paternosterkasten eenvoudig(er) aan de overeenkomst worden toegevoegd doordat de opdrachtnemer alle erken en type kasten kan onderhouden. Het opdelen in percelen (naar merk/type) wordt door het Ministerie van Defensie niet werkbaar en doelmatig geacht. De opdracht wordt bij het opdelen van de opdracht te versnipperd, waardoor er aanzienlijk meer aanspreekpunten zijn en waardoor er aanzienlijk meer capaciteit van het cluster wordt gevraagd op het gebied van contract- en leveranciersmanagement.

De paternosterkasten en shuttlesystemen zijn in het verleden los aangekocht zonder onderhoudsovereenkomst. Hierdoor is er een verscheidenheid aan merken en typen systemen ontstaan. Het Ministerie van Defensie overweegt om in de toekomst levering en onderhoud gezamenlijk aan te besteden. 

Marktconsultatie
Voor de totstandkoming van de huidige overeenkomst met Magema heeft het Ministerie van Defensie in2019 een Europese openbare aanbesteding gehouden. Op deze aanbesteding met TenderNed-kenmerk 243989 was Magema de enige Inschrijver. Naar aanleiding hiervan heeft het Ministerie van Defensie een openbare marktconsultatie gehouden. Op d.d. 17 januari 2024 is deze marktconsultatie gepubliceerd op TenderNed met TenderNed-kenmerk 447858. Deze marktconsultatie is gehouden om te onderzoeken of er naast Magema nog andere partijen in de markt zijn die de opdracht in zijn geheel kunnen uitvoeren. 

Naast Magema heeft één (1) andere partij deelgenomen aan de marktconsultatie. Deze partij beroept zich op de technische- en beroepsbekwaamheid van slechts één (1) monteur en kan niet voldoen aan de eisen inzake kwaliteitsmanagement. Het wordt door het Ministerie van Defensie onmogelijk geacht om het (tijdig) uitvoeren van de onderhoudswerkzaamheden verspreid over meerdere locaties in Nederland en in het Caribisch gebied te waarborgen zonder minimaal één (1) vast team bestaande uit meerdere monteurs:
• De mechanisch beweegbare delen in de paternosterkasten en shuttlesystemen zijn gevoelig voor storingen. Storingen en defecten komen om die reden met enige regelmaat voor.
• De paternosterkasten en shuttlesystemen van het Ministerie van Defensie zijn verouderd, waardoor het aantal storingen en defecten aanzienlijk toeneemt.
• De werkzaamheden vinden plaats door heel Nederland, inclusief het Caribisch gebied. Bij werkzaamheden op het Caribisch gebied dient back-up voor het verhelpen van storingen en defecten in Nederland beschikbaar te blijven. 
• Er dient back-up vanuit het team van vaste monteurs beschikbaar te zijn in het geval van afwezigheid en/of ziekte.

Het niet kunnen waarborgen van de kwaliteit, betrouwbaarheid en efficiency van de onderhoudswerkzaamheden / het kwaliteitsmanagement brengt aanzienlijke risico’s met zich mee. Het niet waarborgen van de kwaliteit kan ertoe leiden dat er meer en/of vaker storingen en defecten ontstaan. Het niet, niet tijdig of niet efficiënt verhelpen van storingen en defecten leidt ertoe dat het Ministerie van Defensie niet bij de opgeslagen producten/onderdelen kan. Dit kan grote gevolgen hebben voor de bedrijfsvoering (inzet van militairen) en reputatie van het Ministerie van Defensie.

Conclusie
Naar afweging van het Ministerie van Defensie kan de onderhandelingsprocedure zonder aankondiging worden toegepast, omdat de opdracht slechts door één (1) bepaalde ondernemer, te weten Magema, kan worden uitgevoerd en mededinging om technische redenen ontbreekt en er geen redelijk alternatief voor handen is.

Afsluiting
Deze aankondiging wordt enkel gebruikt om de voorgenomen procedurekeuze vooraf bekend te maken aan de markt teneinde belanghebbenden in de gelegenheid te stellen om eventuele bezwaren kenbaar te maken. Indien belanghebbenden, ondanks bovenstaande motivering, bezwaar wensen te maken tegen bovengenoemd voornemen, dienen zij binnen een termijn van twintig (20) kalenderdagen (vervaltermijn) ingaande op de dag na datum van bekendmaking van deze aankondiging, een kortgedingprocedure aanhangig te maken bij de voorzieningsrechter van de Rechtbank te Den Haag. Als dit bezwaar niet binnen twintig (20) kalenderdagen heeft plaatsgevonden, zal het traject worden vervolgd door een onderhandelingsprocedure met Magema en is het Ministerie van Defensie voornemens over te gaan tot verstrekking van bovengenoemde opdracht op basis van artikel 2.32 lid 1 sub b onder 2° Aanbestedingswet 2012."
data/random_tenders/686813-2024,10600093707 - OM - Organisatieadviseur,restricted,OM wenst een Organisatieadviseur in te huren.,
data/random_tenders/699101-2024,Project Westlus - levering buis HDPE DN900 ,open,"De Opdracht met kenmerk 1-L-05403-24  gaat over de levering van in totaal 2.200 meter PE 100-RC 900 SDR 11 buizen.
Deze bouwstoffen worden ter beschikking gesteld aan een nog separaat te contracteren booraannemer, die ze moet assembleren tot 2 lengtes van 1.100 meter.

Het resultaat van de aanbesteding moet zijn, dat de twee geassembleerde lengtes van 1.100
meter uiterlijk op de startdatum van de boring gereedliggen. De uitvoering van de boringen staan nu gepland voor oktober 2025. De Opdrachtgever houdt zich het recht voor om deze planning nog aan te passen.
",
data/random_tenders/660169-2024,"Verwijderen van vet, verf- en oliesporen op de weg bij calamiteiten 2024",open,"Verwijderen van vet-, olie- en verfcalamiteiten 950.000",
data/random_tenders/686518-2024,Knie implantaten ,open,"Het UMC Utrecht wenst een leverancier te contracteren voor de levering van knie implantaten (primair, revisie en tumor) inclusief bijbehorend instrumentarium.",
data/random_tenders/681849-2024,2024-026 Publiceren vacatures,open,Zie aanbestedingsdocument €560000,
data/random_tenders/667600-2024,Recreatie Marickenland & Demmerik,open,Recreatie Marickenland & Demmerik,
data/random_tenders/658126-2024,Lease van elektrisch aangedreven personenwagens,restricted,Lease van elektrisch aangedreven personenwagens 5 voertuigen en optioneel 5 extra.,
data/random_tenders/688592-2024,Reiniging van sporen en spoorobjecten,open,"Reiniging van rails (groefrail), wissels, tunnels, pompkelders en overige infrastructurele werken 4 jaar onderhoud + verlenging, raming 2.000.000 per jaar",
data/random_tenders/680659-2024,Levering paviljoens voor Winternoodopvang (WNO) en Pilot kortdurende opvang (KDO),open,"De gemeente Eindhoven wenst voor de Winternoodopvang en de Pilot kortdurende opvang dakloze EU-burgers in totaal twee paviljoens te huren. De locatie waar de paviljoens moeten worden geplaatst, betreft locatie Trade Forum/Noord Brabantlaan te Eindhoven. De paviljoens dienen geleverd te worden inclusief verlichting, veiligheidsvoorzieningen, sanitair, kantoorruimten en transportkosten. Bovendien moeten de paviljoens goed geïsoleerd zijn met mogelijkheid tot ventileren. In de paviljoens moet zowel verwarming als koeling aanwezig zijn, waarbij naar een optimaal energieverbruik moet worden gestreefd. Verder is toekomstig opdrachtnemer ook verantwoordelijk voor de levering en plaatsing van omheining van het terrein (hekwerk).

Gemeente streeft  naar een energievoorziening die beter aansluit bij de duurzaamheidsambities van de gemeente en tegelijkertijd kostenvoordeel kan opleveren. In 2024 waren de verbruikerskosten voor energievoorziening (dieselkosten en stroomkosten) ongeveer € 300.000,-. Inmiddels is de vaste energievoorziening (energieverdeelstation) versterkt en levert maximaal 3 x 80 A. 

De gemeente verwacht wensen op het gebied van duurzaamheid en financiën te kunnen halen doordat de toekomstig opdrachtnemer verplicht gebruik moet maken van het reeds versterkte energieverdeelstation (3 x 80 A) en de wens vanuit de gemeente om in te zetten op goed geïsoleerde paviljoens.  

Samenvattend is onderhavige opdracht op te delen in de volgende twee onderdelen:
1. Het leveren van een paviljoen voor 55 personen voor de Winternoodopvang:
• Slaapruimten voor 55 personen;
• Gemeenschappelijke ruimten;
• Vergaderruimten;
• Sanitaire voorziening;
• Scheiding ruimten d.m.v. gordijnen;
• Aansluiting op de bestaande energieverdeelstation (en eventueel aanvullende energievoorziening);
• Aansluiting op de bestaande riolering.

2. Het leveren van een paviljoen voor 15 personen voor de Pilot kortdurende opvang dakloze EU-burgers:
• Slaapruimten voor 15 personen;
• Gemeenschappelijke ruimten;
• Vergaderruimten;
• Sanitaire voorziening;
• Keuken;
• Verplaatsbare wanden;
• Aansluiting op de bestaande energieverdeelstation (en eventueel aanvullende energievoorziening);
• Aansluiting op de bestaande riolering.

De inrichting/meubilair (o.a. bed, stoelen, tafels etc.) vallen buiten de scope van deze opdracht. Verdere eisen aan de opdracht zijn opgenomen in bijlage G Programma van Eisen.
 
",
data/random_tenders/680297-2024,2024075 Verkoop 8 woningbouwkavels Plan Dijkzicht te Schagerbrug,open,"De Gemeente Schagen realiseert op het voormalige b-veld van voetbalvereniging Vesdo in Schagerbrug de nieuwe woonwijk Dijkzicht. Er is ruimte voor totaal 45 woningen, te weten 14 sociale woningen die worden gebouwd door de Wooncompagnie, 23 woningen die worden gerealiseerd door de CPO Dijkzicht en 8 vrijesectorwoningen in de vorm van 2-onder-1-kap. De gemeente wil de realisering van de 8 laatstgenoemde woningen overlaten aan de markt en organiseert daarvoor hierbij een verkoop van de bouwgrond bij inschrijving. De 8 kavels zijn ondergebracht in één perceel waarop één bieding dient te worden uitgebracht.
 
",
data/random_tenders/670327-2024,MFA Hoek Design & Build,restricted,"Het project MFA Hoek betreft de nieuwbouw van een multifunctionele accommodatie (MFA) te Hoek in gemeente Terneuzen.
In MFA Hoek worden de volgende functies gehuisvest: basisschool, kinderopvang, bibliotheek, gymzaal/sportaccommodatie, dorpshuis/ welzijnsaccommodatie en dagbesteding.
De beoogde locatie voor MFA Hoek is de noordwesthoek van nieuwbouwwijk ‘Windlust II’.
Vanaf september 2022 is door gemeente Terneuzen in samenspraak met de toekomstige gebruikers van MFA Hoek gewerkt aan het Programma van Eisen (PvE) en een bouwkundig Voorlopig Ontwerp (VO).
Dit gebeurde onder begeleiding van bbn adviseurs en Studio YAA Architecten. De onderhavige aanbestedingsprocedure heeft als doel een opdrachtnemer te contracteren die het ontwerp voor MFA Hoek verder uitwerkt tot UO en het MFA realiseert. Het te ontwerpen en realiseren MFA bedraagt ca. 2.600 m2 bvo.",
data/random_tenders/700241-2024,Externe inhuurmedewerkers Portlantis,open,"Het doel van deze aanbesteding is om een Raamovereenkomst te sluiten met één leverancier voor het leveren van uitzendkrachten met het functieprofiel: ambulante voorlichters en supportmedewerkers. 
Voor HbR zijn flexibiliteit en een langdurige samenwerking van groot belang, waarbij de Opdrachtnemer verantwoordelijk is voor de naleving van wettelijke en contractuele verplichtingen. De Raamovereenkomst zal ingaan op 14 oktober 2024.",
data/random_tenders/668900-2024,Afvoeren van gemaaid en geschud gewas Duivenvoordse polder ,open,Afvoeren van gemaaid en geschud gewas Duivenvoordse polder ,
data/random_tenders/681331-2024,Advies Rekenkamer Intranet,restricted,"Bekendmaken meerwerk op overeenkomst Intranet van de Algemene Rekenkamer.

› Wat houdt de initiële opdracht in?
Nieuw ontwerp / indeling startpagina intranet i.v.m. integratie open source content systeem Drupal en MS365. Het intranet blijft het startscherm waar de medewerkers op hun moderne digitale werkplek inloggen en waar ze alles kunnen vinden om hun werk uit te kunnen voeren. De Algemene Rekenkamer gaat over op MS365 wat gevolgen heeft voor het huidige intranet. 

› Waar bestaan de additionele werkzaamheden precies uit? 
* Er vindt een koppeling met MS365 plaats zodat de gebruikers ook vanuit het intranet de verschillende Office functionaliteiten kunnen benaderen 
* nieuw ontwerp / indeling startpagina intranet: de verschillende MS365 functionaliteiten (zoals Outlook agenda, Teams overleggen, e-mail, recente documenten) gaan op de startpagina getoond worden. Dit betekent dat het ontwerp van de huidige startpagina moet worden aangepast.
* aantal aanpassingen om de gebruiksvriendelijkheid van het intranet te verbeteren en daarbij aan te laten sluiten bij de eisen die gebruikers tegenwoordig stellen aan het intranet, waaronder zoekfunctie, eenvoudiger kunnen delen van foto’s en video’s, toevoegen grafiekfunctionaliteit en FAQ-functionaliteit, integreren blogs in microblogs.

› Zijn de additionele werkzaamheden nodig om de oorspronkelijke opdracht te voltooien?
Ja, het intranet draait in de huidige opzet 7 jaar, in de afgelopen jaren heeft de techniek niet stil gestaan. Ook zijn de gebruikerswensen en eisen door de tijd heen veranderd. Hierop anticiperen wij door het intranet verder toekomstbestendig en nog gebruiksvriendelijker te maken.  

",
data/random_tenders/664984-2024,Gunningen DAS IJsselstein Q3 2024,neg-wo-call,"Betreft de kwartaalrapportage van Q3-2024 van de gegunde opdracht van het DAS van de gemeente IJsselstein 1,00",Betreft de kwartaalrapportage van Q3-2024 van de gegunde opdracht van het DAS van de gemeente IJsselstein
data/random_tenders/680063-2024,Maaiwerkzaamheden in botanisch waardevolle terreinen Grevelingen,open,Maaiwerkzaamheden in botanisch waardevolle terreinen Grevelingen,
data/random_tenders/682302-2024,EA Software broker,open,"De Opdracht betreft het leveren en onderhouden van softwarelicenties, tegen optimale condities en
tarieven, welke on-premise en/of als SaaS/IaaS/PaaS oplossingen afgenomen kunnen worden, inclusief service, onderhoud en gerelateerde dienstverlening.
Inschrijver is bereid en in staat alle op de markt verkrijgbare standaard gebruiksrechten (licenties) en onderhoud op gebruiksrechten (licenties en/of software assurance) te leveren van de eindfabrikanten of softwareleveranciers. Het betreft nadrukkelijk géén maatwerksoftware, maar “Commercial Off The Shelf” software, oftewel software waarvoor geen doorontwikkeling bij aanschaf voor een specifieke klant nodig is. 36.300.000,-",
data/random_tenders/698646-2024,Gunningen DAS (Alphen aan den Rijn) Q3 - 2024,neg-wo-call,"Betreft de kwartaalrapportage van Q3-2024 van de gegunde opdracht van het DAS van de gemeente Alphen aan den Rijn. 1,00 euro",Betreft de kwartaalrapportage van Q3-2024 van de gegunde opdracht van het DAS van de gemeente Alphen aan den Rijn.
data/random_tenders/677572-2024,DAS Planten Bosplantsoen Haarlemmermeer / Venneperhout,open,DAS Planten Bosplantsoen Haarlemmermeer / Venneperhout,
data/random_tenders/667046-2024,Teamleider Gasselterveld ,open,Teamleider Gasselterveld ,
data/random_tenders/668658-2024,Teamleider Zonnemaire,open,"Teamleider Zonnemaire
",
data/random_tenders/667488-2024,Duurzaam door Waalre: Traverse Noord en Heikantstraat,restricted,"De overeenkomst bestaat uit de herinrichting van de Traverse Noord en de Heikantstraat. Het werk bestaat in hoofdzaak uit:
- verwijderen van beplantingen
- verwijderen van asfaltverhardingen
- verwijderen van elementenverhardingen
- verwijderen van funderingen
- ontgraven, vervoeren en verwerken van grond
- verwijderen bestaande riolering
- aanbrengen riolering
- aanbrengen ondergrondse waterberging
- aanbrengen kolken
- aanbrengen van funderingen
- aanbrengen kantopsluitingen
- aanbrengen bestratingen
- aanbrengen asfaltverhardingen
- aanbrengen bebording en markering
- aanbrengen straatmeubilair

De uit te voeren werkzaamheden liggen binnen de gemeentegrenzen van de gemeente Waalre en vallen alleen onder haar verantwoordelijkheid. In de uitvoering van de opdracht zijn veel werkzaamheden nauw met elkaar verbonden. Echter omdat de werkzaamheden op twee locaties in de gemeente Waalre liggen, is er sprake van een samengevoegde opdracht. Voor de Traverse-Noord en de Heikantstraat zouden separate aanbestedingsprocedures doorlopen kunnen worden. Er is gekozen om de opdrachten samen te voegen waarbij de noord-zuid verkeersas in Waalre in één werk wordt aangepast, zodat de overlast voor verkeer en inwoners wordt gecomprimeerd tot een zo kort mogelijke periode. 

Vanwege de totale lengte van het project, wordt het werk ingedeeld in twee hoofdfases:
- Traverse Noord: Bergstraat en Onze Lieve Vrouwedijk, waarbij het riool wordt aangepast tot aan de Paradijslaan inclusief aanleg van een wadi
- Heikantstraat: Heikantstraat buiten bebouwde kom tot aan Valkenswaard

Het bestek sluit aan op de hoofdfases van het project. De gemeente wil de werkzaamheden van de twee hoofdfases door één aannemer uit laten voeren. Daarom wordt het werk als één opdracht aanbesteed.

De omvang van de opdracht is dusdanig dat het volledige werk voor een gemiddeld gww-bedrijf goed uitvoerbaar is. Om deze reden is het niet noodzakelijk om het werk op te delen in percelen en de opdrachtgever kiest hier dan ook bewust niet voor.

De werkzaamheden starten in januari 2025. Voor het deel betreffende de herinrichting van de Traverse Noord geldt een uiterlijke opleverdatum van 31 december 2025. Dit vanwege een door de gemeente te ontvangen subsidie en bijbehorende subsidievoorwaarden. De totale uitvoeringsduur bedraagt naar verwachting anderhalf jaar. De opdracht eindigt op het moment dat alle uit te voeren werkzaamheden zijn afgerond.

",
data/random_tenders/669491-2024,Medior Stedenbouwkundig ontwerper - Cluster SO,restricted,"Jij bent van het ruimtelijk ontwerp en tekent een scherpe schets. Jij hebt werkervaring in een grootstedelijke context en wil als getalenteerd ontwerper graag aan de slag voor de uitdagingen in het gebied Noord West!
 
",
data/random_tenders/660373-2024,DAS ICT Hardware - Tablets,restricted,"Welkom op het DAS voor de levering van Tablets voor Christelijke Scholengroep De Waard te Oud-Beijerland. Via dit DAS worden op rechtmatige wijze diverse producten ingekocht op het gebied van tablets en toebehoren. Hiermee wordt beoogd een diversiteit aan aanbieders aan te spreken en de vraag en aanbod op zo'n goed mogelijke wijze bij elkaar te brengen. 

Dit DAS wordt gepubliceerd op grond van de aanbestedingswet 2012, en valt hiermee onder de Europese richtlijn 2014/24/EU De omvang van de opdracht is financieel niet uit te drukken. De opdracht omvat alle tablets en toebehoren die nodig zijn voor een organisatie als Christelijke Scholengroep De Waard met 2779 leerlingen en 360 medewerkers.",
data/random_tenders/671226-2024,Ex Ante Publication for Research Ultrasound System,neg-wo-call,"UT takes the position that a contract can be awarded directly to Verasonic B.V. due to the absence of competition for technical reasons within the meaning of Article 2.32 paragraph 1 sub b bullet 2 Public Procurement Act 2012. According to UT, there is also no reasonable alternative or substitute within the meaning of Article 2.32 paragraph 3 Public Procurement Act 2012 that can meet the reasonable requirements of UT.
",
data/random_tenders/662897-2024,Ontmantelingen van hennepkwekerijen en overige illegale zaken,open,"De Opdracht omvat dienstverlening op het gebied van Ontmantelingen van de volgende categorieën  
-	Hennepkwekerijen
-	Illegale sigarettenfabrieken
-	Illegale zendinstallaties 
-	Overige illegale zaken zoals illegale- voedselfabrieken, brouwerijen, stokerijen etc. De totale omvang van de gehele opdracht (alle percelen bij elkaar) is voor de duur van de overeenkomst geraamd op: €7.850.000,- exclusief btw. 
De maximale waarde van de Opdracht is berekend over de maximale duur van de raamovereenkomst inclusief de opties tot verlenging en bedraagt 9.800.000,-- exclusief btw.",
data/random_tenders/690383-2024,Boeken en andere materialen,open,Boeken en andere materialen x,
data/random_tenders/703435-2024,Vernieuwbouw Huisvesting Wijkbeheer & IPOR,open,"Deze leidraad heeft betrekking op de overheidsopdracht vernieuwbouw Huisvesting Wijkbeheer & IPOR. Het betreft de vernieuwbouw van het bestaande pand Mauritspark 1 tot kantoor met ondersteunende ruimten ten behoeve van de huisvesting van de teams Wijkbeheer en IPOR en de nieuwbouw van een gemeentewerf bestaande uit een loods-gebouw (met magazijn, werkplaats, loods, carport en wasplaats) en een vrijstaand carportgebouw (met bergingen) stallingsruimte terreinvoorziening en parkeren (op het omliggende terrein). Gebouw en gemeentewerf",
data/random_tenders/701067-2024,Gunningen DAS (Kaag en Braassem) Q3 – 2024,neg-wo-call,"Betreft de kwartaalrapportage van Q3-2024 van de gegunde opdracht van het DAS van de gemeente Kaag en Braassem. 1,00 euro",Betreft de kwartaalrapportage van Q3-2024 van de gegunde opdracht van het DAS van de gemeente Kaag en Braassem.
data/random_tenders/689666-2024,Europese aanbesteding softwarelicenties,open,"De Inschrijver biedt de Aanbestedende dienst de mogelijkheid nieuwe softwarelicenties inclusief onderhoud, abonnementen, verlengingen en uitbreidingen van bestaande softwarelicenties af te nemen. Binnen de scope van deze aanbesteding wenst de Aanbestedende dienst softwarelicenties af te nemen binnen de volgende softwaregroepen:
•	Back-up en restore;
•	Database- en datamanagementsoftware;
•	Identity en accessmanagement;
•	ITSM/FMIS;
•	Kantoorautomatisering;
•	Operating systems;
•	Virtualisatiesoftware;
•	Virus- en protectiesoftware;
•	Workspacemanagement;
•	Overige software. Deze opdracht is niet onderverdeeld in percelen. Inschrijven op een gedeelte van de opdracht is niet toegestaan en leidt tot uitsluiting van verdere deelname aan de aanbestedingsprocedure. De onderhavige opdracht in deze aanbesteding vertegenwoordigt een historische, indicatieve opdrachtwaarde van € 6.120.000,00 exclusief btw over de zes (6) jaar ofwel circa € 1.225.000,00 exclusief btw per jaar. Aanbestedende dienst houdt rekening met een gemiddelde prijsstijging van acht (8) procent per jaar, hetgeen leidt verwachte opdrachtwaarde van € 9.750.434,12 exclusief btw ofwel een gemiddelde jaarlijkse opdrachtwaarde van € 1.617.572,35 exclusief btw.

Deze opdracht is niet onderverdeeld in percelen. Inschrijven op een gedeelte van de opdracht is niet toegestaan en leidt tot uitsluiting van verdere deelname aan de aanbestedingsprocedure. De onderhavige opdracht in deze aanbesteding vertegenwoordigt een historische, indicatieve opdrachtwaarde van € 6.120.000,00 exclusief btw over de zes (6) jaar ofwel circa € 1.225.000,00 exclusief btw per jaar. Aanbestedende dienst houdt rekening met een gemiddelde prijsstijging van acht (8) procent per jaar, hetgeen leidt verwachte opdrachtwaarde van € 9.750.434,12 exclusief btw ofwel een gemiddelde jaarlijkse opdrachtwaarde van € 1.617.572,35 exclusief btw
Let op:
De opdrachtwaarde is indicatief en wordt geraamd op € 9.750.434,12 exclusief btw op basis van een looptijd van zes (6) jaar. Er is een onzekerheidsmarge ten aanzien van de afnames onder de Overeenkomst, die vooraf niet te kwantificeren is. Om die reden wordt de Overeenkomst gesloten voor een maximale opdrachtwaarde van € 14.558.151,17 exclusief btw. Bij overschrijding van het maximale opdrachtwaarde eindigt de Overeenkomst en wordt deze opnieuw aanbesteed.",
